player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp
AH-3250,Alonzo,Highsmith,A.Highsmith,LB,,72,234,2/26/1965,4.8,0,0,0,0,0,0,0,0,Arkansas,Southeastern (SEC),2013,INA,INA,0,0
AH-3275,Alfy,Hill,A.Hill,DL,,76,275,7/18/1991,4.9,22,31,112,4.83,7.54,0,0,0,Winston-Salem State,,2015,INA,INA,0,0
AH-3287,Alvin,Hill,A.Hill,DB,,71,190,1/28/1994,4.69,11,34,122,4.47,7.12,0,0,0,Maryland,Big Ten,2017,INA,INA,0,0
AH-3300,Anthony,Hill,A.Hill,TE,,77,264,1/2/1985,4.84,21,30.5,116,4.56,7.31,0,0,122,North Carolina State,Atlantic Coast (ACC),2009,INA,INA,0,0
AH-3325,Austin,Hill,A.Hill,WR,,74,210,7/17/1991,4.59,17,36.5,121,4.11,6.72,31.625,9.125,0,Arizona,Pacific 12,2015,INA,INA,0,0
AH-3350,Anthony,Hitchens,A.Hitchens,LB,,72,240,6/10/1992,4.71,23,35.5,117,4.44,7.15,32.5,9.125,119,Iowa,Big Ten,2014,KC,LB,53,1
AH-3400,Abdul,Hodge,A.Hodge,LB,,72,235,9/9/1982,4.76,25,31,108,4.35,7.11,0,0,67,Iowa,Big Ten,2006,INA,INA,0,0
AH-3425,Alijah,Holder,A.Holder,DB,,73,185,1/26/1996,4.6,9,36,121,4.15,6.7,32.5,9.5,0,Stanford,Pacific 12,2019,DEN,PS,49,4
AH-3450,Alexander,Hollins,A.Hollins,WR,,72,162,11/24/1996,4.49,5,37,128,4.18,6.89,30.25,8.5,0,Eastern Illinois,Ohio Valley,2019,MIN,PS,85,4
AH-3500,Alex,Holmes,A.Holmes,TE,,75,270,8/22/1981,4.92,18,0,0,0,0,0,0,0,USC,Pacific 10,2005,INA,INA,0,0
AH-3600,Andre,Holmes,A.Holmes,WR,,76,223,6/16/1988,4.51,11,35,130,4.31,6.69,34,8.625,0,Hillsdale,,2011,INA,INA,0,0
AH-3625,Amani,Hooker,A.Hooker,DB,,71,210,6/14/1998,4.48,14,37,123,4.1,6.81,30.125,9.125,116,Iowa,Big Ten,2019,TEN,FS,37,2
AH-3650,Austin,Hooper,A.Hooper,TE,,76,254,11/4/1994,4.69,19,33,117,4.32,7,33.75,10.625,81,Stanford,Pacific 12,2016,ATL,TE,81,1
AH-3675,A.J.,Howard,A.Howard,DB,,71,200,12/23/1995,4.52,24,32.5,115,4.18,7.06,0,0,0,Appalachian State,Sun Belt,2018,INA,INA,0,0
AH-3700,Austin,Howard,A.Howard,OL,,79,333,3/22/1987,5.41,19,30.5,109,4.62,8.1,0,0,0,Northern Iowa,Missouri Valley,2010,INA,INA,0,0
AH-3800,Adrian,Hubbard,A.Hubbard,LB,,78,257,2/27/1992,4.66,0,38.5,117,4.58,0,0,0,0,Alabama,Southeastern (SEC),2014,INA,INA,0,0
AH-3850,Andrew,Hudson,A.Hudson,LB,,74,250,6/1/1992,4.98,23,31,113,4.3,6.96,0,0,0,Washington,Pacific 12,2015,INA,INA,0,0
AH-3856,Albert,Huggins,A.Huggins,DL,,75,305,6/27/1997,5.12,35,25.5,101,4.84,7.84,33.5,10.625,0,Clemson,Atlantic Coast (ACC),2019,HOU,PS,67,5
AH-3862,Adam,Humphries,A.Humphries,WR,,71,190,1/24/1993,4.53,14,32.5,122,4.32,6.96,30,9.25,0,Clemson,Atlantic Coast (ACC),2015,TEN,SWR,10,1
AH-3875,Akeem,Hunt,A.Hunt,RB,,68,185,2/22/1993,4.4,14,37.5,122,4.07,6.71,31.125,9.625,0,Purdue,Big Ten,2015,INA,INA,0,0
AH-3900,Allen,Hurns,A.Hurns,WR,TE,73,198,11/12/1991,4.54,14,31,120,4.5,7.23,32,9.25,0,Miami (FL),Atlantic Coast (ACC),2014,MIA,SWR,17,2
AI-0050,Alec,Ingold,A.Ingold,RB,,73,242,7/9/1996,4.89,16,34,116,4.32,7.35,31.5,9.625,0,Wisconsin,Big Ten,2019,OAK,FB,45,1
AI-0100,Andy,Isabella,A.Isabella,WR,,69,188,11/18/1996,4.45,15,36.5,121,4.15,6.95,29.75,8.375,62,Massachusetts,FBS Independents,2019,ARI,LWR,89,3
AJ-0050,Adoree',Jackson,A.Jackson,DB,,70,186,9/18/1995,4.32,0,36,122,0,6.63,31.375,9.25,18,USC,Pacific 12,2017,TEN,LCB,25,2
AJ-0100,Al,Jackson,A.Jackson,OL,,75,306,5/18/1977,5.2,19,0,0,0,0,0,0,0,LSU,Southeastern (SEC),2000,INA,INA,0,0
AJ-0200,Alonzo,Jackson,A.Jackson,DL,LB,76,262,9/15/1980,4.86,14,37,114,4.5,7.69,0,0,59,Florida State,Atlantic Coast (ACC),2003,INA,INA,0,0
AJ-0250,Andrew,Jackson,A.Jackson,LB,,73,254,3/16/1992,4.92,25,32.5,119,4.24,7.28,32.5,10.25,203,Western Kentucky,Sun Belt,2014,INA,INA,0,0
AJ-0300,Arnold,Jackson,A.Jackson,WR,TE,68,168,4/9/1977,4.48,0,41,127,4.11,7.42,0,0,0,Louisville,Conference USA (C-USA),2001,INA,INA,0,0
AJ-0350,Asa,Jackson,A.Jackson,DB,,70,190,12/2/1989,4.47,19,37.5,118,4.03,6.97,29.125,9,169,Cal Poly,Great West,2012,INA,INA,0,0
AJ-0362,Alec,James,A.James,DL,,75,266,9/30/1994,4.88,26,32.5,119,4.51,7.28,0,0,0,Wisconsin,Big Ten,2018,INA,INA,0,0
AJ-0368,Andre,James,A.James,OL,,76,305,5/2/1997,5.32,21,29,105,4.84,8,32,10,0,UCLA,Pacific 12,2019,OAK,C,68,2
AJ-0375,Andy,Janovich,A.Janovich,RB,,73,238,5/23/1993,4.75,30,34,119,4.32,7.28,31.625,9.75,176,Nebraska,Big Ten,2016,DEN,FB,32,1
AJ-0400,A.J.,Jefferson,A.Jefferson,DB,,72,190,4/4/1988,4.42,7,44,126,4,6.72,0,0,0,Fresno State,Western Athletic,2010,INA,INA,0,0
AJ-0407,A.J.,Jefferson,A.Jefferson,DL,,74,280,3/3/1993,4.92,0,0,0,0,0,0,0,0,Mississippi State,Southeastern (SEC),2017,INA,INA,0,0
AJ-0415,Anthony,Jefferson,A.Jefferson,DB,,73,198,5/11/1992,4.63,15,33.5,116,4.15,7.18,0,0,0,UCLA,Pacific 12,2015,INA,INA,0,0
AJ-0430,Alshon,Jeffery,A.Jeffery,WR,,75,216,2/14/1990,4.48,0,36.5,122,4.17,6.71,33,10.25,45,South Carolina,Southeastern (SEC),2012,PHI,LWR,17,1
AJ-0445,Andrew,Jelks,A.Jelks,OL,,78,307,12/6/1993,5.61,21,29,101,4.94,8.06,0,0,0,Vanderbilt,Southeastern (SEC),2017,INA,INA,0,0
AJ-0460,A.J.,Jenkins,A.Jenkins,WR,,72,192,9/30/1989,4.37,12,38.5,124,4.12,6.73,32.75,9.5,30,Illinois,Big Ten,2012,INA,INA,0,0
AJ-0480,Alex,Jenkins,A.Jenkins,DL,,78,275,1/15/1993,0,0,0,0,0,0,0,0,0,Incarnate Word,Southland,2017,INA,INA,0,0
AJ-0500,Adam,Jennings,A.Jennings,WR,,69,181,11/17/1982,4.44,0,37.5,118,4.16,6.89,0,0,184,Fresno State,Western Athletic,2006,INA,INA,0,0
AJ-0550,Adonis,Jennings,A.Jennings,WR,,74,201,12/31/1995,4.58,0,31,116,4.31,7.06,0,0,0,Temple,American Athletic,2018,INA,INA,0,0
AJ-0600,Ade,Jimoh,A.Jimoh,DB,,73,190,4/18/1980,4.44,0,0,0,0,0,0,0,0,Utah State,FBS Independents,2003,INA,INA,0,0
AJ-0650,A.J.,Johnson,A.Johnson,LB,,74,244,12/24/1991,0,0,0,0,0,0,0,0,0,Tennessee,Southeastern (SEC),2018,DEN,ILB,45,2
AJ-0700,Al,Johnson,A.Johnson,OL,,77,305,1/27/1979,5.08,0,0,0,0,0,0,0,38,Wisconsin,Big Ten,2004,INA,INA,0,0
AJ-0800,Albert,Johnson,A.Johnson,WR,,69,190,11/11/1977,0,0,0,0,0,0,0,0,0,SMU,Western Athletic,2002,INA,INA,0,0
AJ-0900,Andre,Johnson,A.Johnson,WR,,74,225,7/11/1981,4.4,0,41,132,4.1,0,34,9.125,3,Miami (FL),Big East,2003,INA,INA,0,0
AJ-1000,Anthony,Johnson,A.Johnson,RB,WR,72,225,10/25/1967,0,0,0,0,0,0,0,0,36,Notre Dame,FBS Independents,1990,INA,INA,0,0
AJ-1050,Anthony,Johnson,A.Johnson,DL,,74,308,1/24/1993,5.22,20,24.5,102,4.83,7.93,0,0,0,LSU,Southeastern (SEC),2014,INA,INA,0,0
AJ-1075,Anthony,Johnson,A.Johnson,WR,,74,209,1/29/1995,4.55,18,32.5,122,0,7.12,31.375,9.375,0,Buffalo,Mid-American (MAC),2019,LAC,PS,0,2
AJ-1100,Antonio,Johnson,A.Johnson,DL,,75,310,12/8/1984,5.15,28,29,108,4.49,7.51,0,0,152,Mississippi State,Southeastern (SEC),2007,INA,INA,0,0
AJ-1112,Antonio,Johnson,A.Johnson,OL,,77,310,6/22/1992,5.73,5,23,98,5.07,8.64,0,0,0,North Texas,Conference USA (C-USA),2015,INA,INA,0,0
AJ-1125,Austin,Johnson,A.Johnson,RB,LB,74,235,6/16/1989,4.72,25,30.5,106,4.37,7.32,0,0,0,Tennessee,Southeastern (SEC),2012,INA,INA,0,0
AJ-1137,Austin,Johnson,A.Johnson,DL,,76,314,5/8/1994,5.28,25,26,99,4.75,7.84,32.75,9.875,43,Penn State,Big Ten,2016,TEN,DT,94,2
AJ-1143,Aaron,Jones,A.Jones,RB,,69,208,12/2/1994,4.56,16,37.5,127,4.2,6.82,32.5,9.5,182,Texas-El Paso,Conference USA (C-USA),2017,GB,RB,33,1
AJ-1150,Abry,Jones,A.Jones,DL,,75,313,9/8/1991,5.24,30,26.5,101,4.94,7.83,0,0,0,Georgia,Southeastern (SEC),2013,JAC,NT,95,1
AJ-1200,Adam,Jones,A.Jones,DB,,69,185,9/30/1983,4.47,9,38.5,0,0,0,0,0,6,West Virginia,Big East,2005,INA,INA,0,0
AJ-1300,Adrian,Jones,A.Jones,OL,,76,296,6/10/1981,4.97,27,31,114,4.6,7.81,0,0,132,Kansas,Big 12,2004,INA,INA,0,0
AJ-1400,Aki,Jones,A.Jones,DL,,76,295,5/21/1982,0,0,0,0,0,0,0,0,0,Fordham,,2005,INA,INA,0,0
AJ-1425,Alvin,Jones,A.Jones,LB,,70,225,12/2/1994,4.78,19,34,108,4.52,7.25,0,0,0,Texas-El Paso,Conference USA (C-USA),2018,INA,INA,0,0
AJ-1450,Andy,Jones,A.Jones,WR,,73,213,6/28/1994,4.55,11,41.5,133,4.35,6.97,0,0,0,Jacksonville,,2016,INA,INA,0,0
AJ-1500,Arthur,Jones,A.Jones,DL,,75,315,6/3/1986,5.04,30,0,0,0,0,0,0,0,Syracuse,Big East,2010,INA,INA,0,0
AJ-1600,Akeem,Jordan,A.Jordan,LB,,73,230,8/17/1985,0,0,0,0,0,0,0,0,0,James Madison,Atlantic 10,2007,INA,INA,0,0
AJ-1700,Andrew,Jordan,A.Jordan,TE,,78,260,6/21/1972,0,0,0,0,0,0,0,0,179,Western Carolina,Southern,1994,INA,INA,0,0
AJ-1800,Antony,Jordan,A.Jordon,LB,,75,235,12/19/1974,0,0,0,0,0,0,0,0,135,Vanderbilt,Southeastern (SEC),1998,INA,INA,0,0
AJ-1900,Alex,Joseph,A.Joseph,LB,,74,240,7/6/1988,4.62,21,33,119,4.09,6.69,0,0,0,Temple,Mid-American (MAC),2010,INA,INA,0,0
AJ-2000,Akeem,Judd,A.Judd,RB,,71,228,12/11/1992,4.54,21,32.5,114,4.35,7.47,0,0,0,Mississippi,Southeastern (SEC),2017,INA,INA,0,0
AK-0050,Alvin,Kamara,A.Kamara,RB,,70,214,7/25/1995,4.56,15,39.5,131,4.35,7.1,32.75,9.25,67,Tennessee,Southeastern (SEC),2017,NO,RB,41,1
AK-0100,Aaron,Kampman,A.Kampman,DL,LB,76,286,11/30/1979,4.87,0,0,0,0,0,0,0,156,Iowa,Big Ten,2002,INA,INA,0,0
AK-0200,Alain,Kashama,A.Kashama,DL,,76,270,12/8/1979,4.8,0,0,0,0,0,0,0,0,Michigan,Big Ten,2004,INA,INA,0,0
AK-0300,Andy,Katzenmoyer,A.Katzenmoyer,LB,,75,255,12/2/1977,4.68,23,0,0,0,0,0,0,28,Ohio State,Big Ten,1999,INA,INA,0,0
AK-0325,Anthony,Kelly,A.Kelly,WR,,74,210,4/14/1993,4.45,0,0,0,4.13,0,0,0,0,Kutztown,,2016,INA,INA,0,0
AK-0337,Arden,Key,A.Key,DL,LB,77,238,5/3/1996,4.88,0,31,117,4.25,7.16,33.5,10,87,LSU,Southeastern (SEC),2018,OAK,RDE,99,2
AK-0350,Akeem,King,A.King,DB,,73,215,10/29/1992,4.43,20,37.5,122,4.39,7.08,0,0,249,San Jose State,Mountain West (MWC),2015,SEA,LCB,36,2
AK-0400,Andre,King,A.King,WR,,71,195,11/26/1973,4.61,0,35.5,0,0,0,0,0,245,Miami (FL),Big East,2001,INA,INA,0,0
AK-0500,Andy,King,A.King,OL,,76,310,11/9/1978,0,0,0,0,0,0,0,0,0,Illinois State,Missouri Valley,2002,INA,INA,0,0
AK-0600,Austin,King,A.King,OL,,77,303,4/11/1981,5.42,20,28,106,4.73,7.99,0,0,133,Northwestern,Big Ten,2004,INA,INA,0,0
AK-0625,Andrae,Kirk,A.Kirk,LB,,74,225,8/27/1993,4.73,19,33.5,118,5.01,7.54,0,0,0,Florida Atlantic,Conference USA (C-USA),2015,INA,INA,0,0
AK-0650,A.J.,Klein,A.Klein,LB,,73,250,7/30/1991,4.66,20,33,113,4.35,7.09,32.875,10.25,148,Iowa State,Big 12,2013,NO,SLB,53,1
AK-0700,Adrian,Klemm,A.Klemm,OL,,75,310,5/21/1977,4.98,24,0,0,0,0,0,0,46,Hawaii,Western Athletic,2000,INA,INA,0,0
AK-0750,Andreas,Knappe,A.Knappe,OL,,80,323,6/2/1991,5.17,23,30,106,0,0,0,0,0,Connecticut,American Athletic,2017,INA,INA,0,0
AK-0775,Alan,Knott,A.Knott,OL,,76,284,12/16/1994,5.14,17,32,105,4.66,7.62,0,0,0,South Carolina,Southeastern (SEC),2018,INA,INA,0,0
AK-0800,Aaron,Koch,A.Koch,OL,,75,300,2/21/1978,0,0,0,0,0,0,0,0,0,Oregon State,Pacific 10,2000,INA,INA,0,0
AK-0900,Adam,Koets,A.Koets,OL,,77,298,1/7/1984,5.08,20,32,106,4.47,7.44,0,0,189,Oregon State,Pacific 10,2007,INA,INA,0,0
AK-0950,Arie,Kouandjio,A.Kouandjio,OL,,77,310,4/23/1992,5.48,0,25.5,100,5.38,8.4,34.125,10.875,112,Alabama,Southeastern (SEC),2015,INA,INA,0,0
AK-0962,Alex,Kozan,A.Kozan,OL,,75,296,11/17/1993,5.53,18,31,99,4.83,7.84,0,0,0,Auburn,Southeastern (SEC),2017,INA,INA,0,0
AK-0975,Anthony,Kukwa,A.Kukwa,TE,,74,239,10/30/1992,4.63,27,37.5,127,4.39,7.03,0,0,0,Lake Erie,,2017,INA,INA,0,0
AK-1000,Adi,Kunalic,A.Kunalic,K,,72,184,4/1/1989,4.75,0,0,0,0,0,0,0,0,Nebraska,Big 12,2011,INA,INA,0,0
AK-1100,Alex,Kupper,A.Kupper,OL,,75,300,2/4/1990,5.36,24,24,100,4.73,7.5,0,0,0,Louisville,Big East,2013,INA,INA,0,0
AL-0025,Aaron,Lacombe,A.Lacombe,WR,,75,201,4/6/1995,0,0,0,0,0,0,0,0,0,Cal Lutheran,,2018,INA,INA,0,0
AL-0050,Afolabi,Laguda,A.Laguda,DB,,73,205,7/28/1995,4.67,13,36,126,4.44,7.14,0,0,0,Colorado,Pacific 12,2018,INA,INA,0,0
AL-0100,Antwan,Lake,A.Lake,DL,,76,308,7/10/1979,5.08,27,0,0,0,0,0,0,0,West Virginia,Big East,2002,INA,INA,0,0
AL-0150,Ashton,Lampkin,A.Lampkin,DB,,72,189,1/10/1994,4.52,19,34.5,120,4.5,7.26,31,9.375,0,Oklahoma State,Big 12,2017,INA,INA,0,0
AL-0200,Austen,Lane,A.Lane,DL,,78,274,11/9/1987,4.84,20,34.5,125,4.6,7.38,33.375,10.125,153,Murray State,Ohio Valley,2010,INA,INA,0,0
AL-0300,Antonio,Langham,A.Langham,DB,,72,181,7/31/1972,0,0,0,0,0,0,0,0,9,Alabama,Southeastern (SEC),1994,INA,INA,0,0
AL-0325,Anthony,Lanier,A.Lanier,DL,,78,260,5/8/1993,4.82,16,28,119,4.46,7.51,0,0,0,Alabama A&M,Southwestern Athletic (SWAC),2016,LAC,PS,90,4
AL-0350,Al,Lapuaho,A.Lapuaho,DL,,75,285,8/4/1991,5.3,33,24.5,99,4.96,7.77,0,0,0,Utah State,Western Athletic,2013,INA,INA,0,0
AL-0362,Austin,Larkin,A.Larkin,DL,,75,254,4/6/1995,4.98,21,28.5,115,4.51,7.2,0,0,0,Purdue,Big Ten,2018,INA,INA,0,0
AL-0375,Andrew,Lauderdale,A.Lauderdale,OL,,78,296,11/22/1993,4.9,21,28,103,4.74,7.27,0,0,0,New Hampshire,Colonial Athletic (CAA),2017,SF,RES,64,1
AL-0387,Allen,Lazard,A.Lazard,WR,,77,227,12/11/1995,4.55,17,38,124,4.33,7.11,0,0,0,Iowa State,Big 12,2018,GB,LWR,13,4
AL-0400,Amp,Lee,A.Lee,RB,,71,200,10/1/1971,0,0,0,0,0,0,0,0,45,Florida State,FCS Independents,1992,INA,INA,0,0
AL-0500,Andy,Lee,A.Lee,K,,73,180,8/11/1982,5,0,0,0,0,0,0,0,188,Pittsburgh,Big East,2004,ARI,PT,4,1
AL-0600,Ashley,Lelie,A.Lelie,WR,,75,200,2/16/1980,4.49,0,0,0,0,0,0,0,19,Hawaii,Western Athletic,2002,INA,INA,0,0
AL-0620,Alec,Lemon,A.Lemon,WR,,73,202,7/1/1991,4.56,7,36.5,116,4.29,7.04,0,0,0,Syracuse,Big East,2013,INA,INA,0,0
AL-0650,Anthony,Levine,A.Levine,DB,,71,203,3/27/1987,4.49,20,35,114,4.05,6.75,0,0,0,Tennessee State,Ohio Valley,2010,BAL,SS,41,2
AL-0700,Andy,Levitre,A.Levitre,OL,,74,305,5/15/1986,5.33,23,30.5,103,4.52,7.67,0,0,51,Oregon State,Pacific 10,2009,INA,INA,0,0
AL-0750,Andre,Levrone,A.Levrone,WR,,75,220,3/9/1995,4.56,18,34,121,4.37,7.02,0,0,0,Virginia,Atlantic Coast (ACC),2018,INA,INA,0,0
AL-0800,Alex,Lewis,A.Lewis,LB,,72,237,6/11/1981,4.78,25,41,125,4.31,6.84,0,0,140,Wisconsin,Big Ten,2004,INA,INA,0,0
AL-0850,Alex,Lewis,A.Lewis,OL,,78,312,4/21/1992,5.22,27,29.5,105,4.72,7.94,34,10,130,Nebraska,Big Ten,2016,NYJ,LG,71,2
AL-0862,Alex,Light,A.Light,OL,,77,311,5/2/1996,5.53,26,29.5,108,4.81,8,0,0,0,Richmond,Colonial Athletic (CAA),2018,GB,LT,70,2
AL-0875,Abner,Logan,A.Logan,LB,,74,235,7/24/1993,4.76,29,35.5,120,4.56,7.13,0,0,0,Albany,Colonial Athletic (CAA),2017,INA,INA,0,0
AL-0900,Andre,Lott,A.Lott,DB,,70,196,5/31/1979,4.48,0,0,0,0,0,0,0,159,Tennessee,Southeastern (SEC),2002,INA,INA,0,0
AL-0950,Al,Louis-Jean,A.Louis-Jean,DB,,73,187,10/13/1993,4.58,8,32.5,125,4.41,7.03,0,0,0,Boston College,Atlantic Coast (ACC),2014,INA,INA,0,0
AL-1000,Al,Lucas,A.Lucas,DL,,73,294,9/1/1978,5,28,36,108,4.56,7.44,0,0,0,Troy,Southland,2000,INA,INA,0,0
AL-1100,Andrew,Luck,A.Luck,QB,,76,234,9/12/1989,4.59,0,36,124,4.28,6.8,32.625,10,1,Stanford,Pacific 12,2012,IND,RET,12,1
AL-1200,Aaron,Lynch,A.Lynch,LB,DL,77,249,3/8/1993,4.69,18,29,117,4.61,7.46,34,10.25,150,South Florida,American Athletic,2014,CHI,ROLB,99,2
AL-1300,Arthur,Lynch,A.Lynch,TE,,77,258,6/17/1990,4.75,28,29.5,116,4.35,7.38,32.5,10.125,155,Georgia,Southeastern (SEC),2014,INA,INA,0,0
AM-0050,Ashaad,Mabry,A.Mabry,DL,,75,315,11/4/1992,5.34,26,22.5,99,5.18,8.39,0,0,0,Texas-San Antonio,Conference USA (C-USA),2015,INA,INA,0,0
AM-0100,Alex,Mack,A.Mack,OL,,76,311,11/19/1985,5.17,20,28.5,106,4.75,7.31,0,0,21,California,Pacific 10,2009,ATL,C,51,1
AM-0150,Alize,Mack,A.Mack,TE,,76,249,3/29/1997,4.73,22,36,120,4.34,7.27,33.75,9.375,231,Notre Dame,FBS Independents,2019,NO,PS,86,1
AM-0200,Anthony,Maddox,A.Maddox,DL,,73,305,11/22/1978,5.11,0,0,0,0,0,0,0,118,Delta State,,2004,INA,INA,0,0
AM-0250,Avonte,Maddox,A.Maddox,DB,,69,184,3/31/1996,4.39,13,37,125,4,6.51,29.5,8.75,125,Pittsburgh,Atlantic Coast (ACC),2018,PHI,NB,29,1
AM-0300,Adrian,Madise,A.Madise,WR,,71,215,3/23/1980,4.49,0,32,119,4.26,7.32,0,0,158,Texas Christian,Conference USA (C-USA),2003,INA,INA,0,0
AM-0400,Anthony,Madison,A.Madison,DB,,69,180,10/8/1981,4.45,14,38.5,123,4.41,6.93,0,0,0,Alabama,Southeastern (SEC),2006,INA,INA,0,0
AM-0500,Alex,Magee,A.Magee,DL,,74,295,4/28/1987,5.03,30,29.5,113,4.42,7.15,0,0,67,Purdue,Big Ten,2009,INA,INA,0,0
AM-0550,Anthony,Mahoungou,A.Mahoungou,WR,,76,200,2/12/1994,4.6,0,29,119,4.45,7.15,0,0,0,Purdue,Big Ten,2018,INA,INA,0,0
AM-0600,Anthony,Malbrough,A.Malbrough,DB,,70,185,12/9/1976,4.44,20,35.5,117,4,6.73,0,0,130,Texas Tech,Big 12,2000,INA,INA,0,0
AM-0650,Austin,Maloata,A.Maloata,DL,,74,283,2/11/1996,5.22,27,26,105,4.63,7.77,32.25,9.875,0,Austin Peay,Ohio Valley,2019,INA,INA,0,0
AM-0700,Alfred,Malone,A.Malone,DL,,77,308,2/21/1982,5.16,21,35,110,4.62,7.42,0,0,0,Troy,Sun Belt,2005,INA,INA,0,0
AM-0725,Anthony,Manzo-Lewis,A.Manzo-Lewis,RB,,72,257,10/11/1995,5,20,29,112,4.64,7.7,0,0,0,NY-Albany,,2018,INA,INA,0,0
AM-0750,Ali,Marpet,A.Marpet,OL,,76,307,4/17/1993,4.96,30,30.5,108,4.47,7.33,33.375,10,61,Hobart,,2015,TB,LG,74,1
AM-0800,Alfonso,Marshall,A.Marshall,DB,,73,186,1/17/1981,4.47,0,0,0,0,0,0,0,215,Miami (FL),Big East,2004,INA,INA,0,0
AM-0825,Alexander,Mattison,A.Mattison,RB,,71,221,6/19/1998,4.63,22,35,127,4.29,7.13,31.5,9.125,102,Boise State,Mountain West (MWC),2019,MIN,RB,25,2
AM-0850,Arthur,Maulet,A.Maulet,DB,,71,190,7/13/1993,4.62,18,36.5,123,4.34,7.12,0,0,0,Memphis,American Athletic,2017,NYJ,RCB,23,2
AM-0900,Aaron,Maybin,A.Maybin,DL,LB,76,250,4/6/1988,4.78,22,40,124,4.38,7.52,0,0,11,Penn State,Big Ten,2009,INA,INA,0,0
AM-1000,Adrian,Mayes,A.Mayes,DB,,73,211,11/17/1980,4.5,0,0,0,0,0,0,0,0,LSU,Southeastern (SEC),2004,INA,INA,0,0
AM-1100,Alonzo,Mayes,A.Mayes,TE,,76,259,6/4/1975,0,0,0,0,0,0,0,0,94,Oklahoma State,Big 12,1998,INA,INA,0,0
AM-1125,Alex,McCalister,A.McCalister,DL,,78,239,10/17/1993,4.75,0,34.5,128,4,7.01,36,9.375,240,Florida,Southeastern (SEC),2016,INA,INA,0,0
AM-1150,A.J.,McCarron,A.McCarron,QB,,75,220,9/13/1990,4.9,0,28,99,4.34,7.18,31.5,10,164,Alabama,Southeastern (SEC),2014,HOU,QB,2,2
AM-1175,Antoine,McClain,A.McClain,OL,,77,336,12/6/1989,5.48,19,27,91,4.82,8.13,0,0,0,Clemson,Atlantic Coast (ACC),2012,INA,INA,0,0
AM-1200,Albert,McClellan,A.McClellan,LB,DE,73,245,6/4/1986,4.75,27,36.5,119,4.21,7.24,0,0,0,Marshall,Conference USA (C-USA),2010,NYJ,ILB,47,2
AM-1300,Andy,McCollum,A.McCollum,OL,,76,300,6/2/1970,0,0,0,0,0,0,0,0,0,Toledo,Mid-American (MAC),1995,INA,INA,0,0
AM-1400,Anthony,McCoy,A.McCoy,TE,,76,259,12/28/1987,4.71,19,35.5,113,4.57,6.99,34,10.375,185,USC,Pacific 10,2010,INA,INA,0,0
AM-1425,Adrian,McDonald,A.McDonald,DB,,71,205,3/18/1994,4.65,10,33,112,4.46,7.47,0,0,0,Houston,American Athletic,2016,INA,INA,0,0
AM-1450,Andrew,McDonald,A.McDonald,OL,,78,310,9/8/1988,5.25,23,28.5,105,4.8,7.88,0,0,0,Indiana,Big Ten,2012,INA,INA,0,0
AM-1500,Anthony,McFarland,A.McFarland,DL,,72,300,12/18/1977,4.85,25,28.5,120,4.28,7.98,0,0,15,LSU,Southeastern (SEC),1999,INA,INA,0,0
AM-1550,Alex,McGough,A.McGough,QB,,75,212,11/19/1995,4.71,0,32.5,112,4.5,7.27,0,0,220,Florida International,Conference USA (C-USA),2018,HOU,QB,3,3
AM-1600,Alvin,McKinley,A.McKinley,DL,,75,310,6/9/1978,5.09,22,27.5,102,4.61,7.73,0,0,120,Mississippi State,Southeastern (SEC),2000,INA,INA,0,0
AM-1700,Adam,Meadows,A.Meadows,OL,,77,290,1/25/1974,0,0,0,0,0,0,0,0,48,Georgia,Southeastern (SEC),1997,INA,INA,0,0
AM-1750,Aaron,Mellette,A.Mellette,WR,,74,217,12/28/1989,4.45,9,33.5,123,4.41,7.11,33.125,9.625,238,Elon,Southern,2013,INA,INA,0,0
AM-1800,Ahmad,Merritt,A.Merritt,WR,,70,195,2/5/1977,0,0,0,0,0,0,0,0,0,Wisconsin,Big Ten,2001,INA,INA,0,0
AM-1900,Aaron,Merz,A.Merz,OL,,75,346,8/27/1983,5.61,16,26.5,91,4.96,7.65,0,0,248,California,Pacific 10,2006,INA,INA,0,0
AM-1950,Arthur,Miley,A.Miley,DL,,78,250,3/3/1993,4.81,17,34,114,4.75,7.56,0,0,0,Southern,Southwestern Athletic (SWAC),2015,INA,INA,0,0
AM-1975,Anthony,Miller,A.Miller,WR,,71,201,10/9/1994,4.5,22,39,125,4.26,6.65,31.625,10.625,51,Memphis,American Athletic,2018,CHI,SWR,17,1
AM-2000,Arnold,Miller,A.Miller,DL,,75,239,1/3/1975,4.77,12,33.5,120,4.12,7.01,0,0,0,LSU,Southeastern (SEC),1999,INA,INA,0,0
AM-2100,Anthony,Mitchell,A.Mitchell,DB,,73,198,12/13/1974,0,0,0,0,0,0,0,0,0,Tuskegee,,2000,INA,INA,0,0
AM-2200,Anthony,Mix,A.Mix,WR,,77,235,1/20/1983,4.48,0,32,115,4.43,7.18,0,0,0,Auburn,Southeastern (SEC),2007,INA,INA,0,0
AM-2300,Arthur,Moats,A.Moats,LB,,72,246,3/14/1988,4.64,24,36.5,122,4.37,7.22,33.75,8.625,178,James Madison,Colonial Athletic (CAA),2010,INA,INA,0,0
